Class,Method,Smell,Tecnicas,Commit,Refactoring,Left Side,Right Side
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,RENAME_METHOD,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours,public getConnectors() : List<Connector>
org.libreplan.web.common.ConfigurationController,get,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getJiraConnectorTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,c29015e9afd002ea402ba511fc10c1f3a7392a36,RENAME_METHOD,public getAppPropertriesRenderer() : RowRenderer,public getConnectorPropertriesRenderer() : RowRenderer
org.libreplan.web.common.ConfigurationController,get,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationController,get,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.planner.order.PlanningStateCreator,forceLoadOf,,,45b862010253600ae020c02ee77371561b83747b,EXTRACT_OPERATION,private forceLoadOfResourceAllocationsResourcesAndAssignmentFunction(taskElement TaskElement) : void,private forceLoadOfDerivedAllocation(derivedAllocation DerivedAllocation) : void
org.libreplan.web.planner.order.PlanningStateCreator,forceLoadOf,,,b8d76639f3d1ba53b75d910abcc308a81e3a7592,EXTRACT_OPERATION,private forceLoadOfResourceAllocationsResourcesAndAssignmentFunction(taskElement TaskElement) : void,private forceLoadOfDerivedAllocation(derivedAllocation DerivedAllocation) : void
org.libreplan.web.planner.order.PlanningStateCreator,forceLoadOf,,,3c5c14d728c0eeca339bd670d4826b4a65253a6c,EXTRACT_OPERATION,private forceLoadOfResourceAllocationsResourcesAndAssignmentFunction(taskElement TaskElement) : void,private forceLoadOfDerivedAllocation(derivedAllocation DerivedAllocation) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,45b862010253600ae020c02ee77371561b83747b,EXTRACT_OPERATION,public taskRemoved(task Task) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,45b862010253600ae020c02ee77371561b83747b,EXTRACT_OPERATION,public remove(dependency Dependency) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,755387110dbe8cf04ffa6930b8213a29b1077b17,EXTRACT_OPERATION,public taskRemoved(task Task) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,755387110dbe8cf04ffa6930b8213a29b1077b17,EXTRACT_OPERATION,public remove(dependency Dependency) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,00e0f6c56a47873dd492f21ec666155124d17bc0,EXTRACT_OPERATION,public taskRemoved(task Task) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,00e0f6c56a47873dd492f21ec666155124d17bc0,EXTRACT_OPERATION,public remove(dependency Dependency) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,2d7ea169bcffb380124217e3797c8d2b1063ad75,EXTRACT_OPERATION,public taskRemoved(task Task) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.zkoss.ganttz.DependencyList,removeDependencyComponent,,,2d7ea169bcffb380124217e3797c8d2b1063ad75,EXTRACT_OPERATION,public remove(dependency Dependency) : void,private removeDependencyComponent(dependencyComponent DependencyComponent) : void
org.libreplan.web.subcontract.SubcontractedTasksController,reload,,,00378d039a554035ef3166a01bc6168d07d80371,EXTRACT_AND_MOVE_OPERATION,private getSendButton(subcontractedTaskData SubcontractedTaskData) : Button,public reload() : void
org.libreplan.web.subcontract.SubcontractedTasksController,reload,,,1d95d90c2e5c5d8c30ef212df0041a30c0acabc6,EXTRACT_AND_MOVE_OPERATION,private getSendButton(subcontractedTaskData SubcontractedTaskData) : Button,public reload() : void
org.libreplan.web.common.ConfigurationModel,getPersonalTimesheetsTypeOfWorkHours,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.common.ConfigurationModel,getPersonalTimesheetsTypeOfWorkHours,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.workreports.WorkReportQueryController,getQueryWorkReportLines,,,4f0686565daef03b8e02f988f918feb69abb0647,MOVE_OPERATION,public getQueryWorkReportLines() : List<WorkReportLine>,public getQueryWorkReportLines() : List<WorkReportLine>
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,1649e83479870eb60bb7438bf57e4a16c8d44c86,EXTRACT_OPERATION,protected initCreate() : void,private initCreate(personal boolean) : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,5c92f8098e706c788fb2fdaf492951a1a0f7faa4,INLINE_OPERATION,private goToEditWindow() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,c0dc6dede3d2f6a04223e6524fcceee8c97643c4,RENAME_METHOD,public goToCreateForm() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,1649e83479870eb60bb7438bf57e4a16c8d44c86,EXTRACT_OPERATION,protected initCreate() : void,private initCreate(personal boolean) : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,5c92f8098e706c788fb2fdaf492951a1a0f7faa4,INLINE_OPERATION,private goToEditWindow() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,c0dc6dede3d2f6a04223e6524fcceee8c97643c4,RENAME_METHOD,public goToCreateForm() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,1649e83479870eb60bb7438bf57e4a16c8d44c86,EXTRACT_OPERATION,protected initCreate() : void,private initCreate(personal boolean) : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,5c92f8098e706c788fb2fdaf492951a1a0f7faa4,INLINE_OPERATION,private goToEditWindow() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,c0dc6dede3d2f6a04223e6524fcceee8c97643c4,RENAME_METHOD,public goToCreateForm() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,1649e83479870eb60bb7438bf57e4a16c8d44c86,EXTRACT_OPERATION,protected initCreate() : void,private initCreate(personal boolean) : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,5c92f8098e706c788fb2fdaf492951a1a0f7faa4,INLINE_OPERATION,private goToEditWindow() : void,protected initCreate() : void
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,initCreate,,,c0dc6dede3d2f6a04223e6524fcceee8c97643c4,RENAME_METHOD,public goToCreateForm() : void,protected initCreate() : void
org.libreplan.web.users.dashboard.PersonalTimesheetModel,getPersonalTimesheetsWorkReportType,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,private getMonthlyTimesheetsWorkReportType() : WorkReportType,private getPersonalTimesheetsWorkReportType() : WorkReportType
org.libreplan.web.users.dashboard.PersonalTimesheetModel,getPersonalTimesheetsWorkReportType,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,private getMonthlyTimesheetsWorkReportType() : WorkReportType,private getPersonalTimesheetsWorkReportType() : WorkReportType
org.libreplan.web.users.dashboard.PersonalTimesheetModel,getPersonalTimesheetsWorkReportType,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,private getMonthlyTimesheetsWorkReportType() : WorkReportType,private getPersonalTimesheetsWorkReportType() : WorkReportType
org.libreplan.business.planner.entities.PlanningData,getTheoreticalProgressByNumHoursForCriticalPath,,,df100622ae9127d0ce6b277e92c6a0273234f775,RENAME_METHOD,public getTheoreticalProgressByNumHours() : BigDecimal,public getTheoreticalProgressByNumHoursForCriticalPath() : BigDecimal
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.business.planner.entities.visitors.AccumulateTasksDeadlineStatusVisitor,visit,,,fbce98caa7b1e1304d0a2821cfa0fca2c26f8213,EXTRACT_OPERATION,public visit(task Task) : void,private calculateDeadlineViolationStatus(taskElement TaskElement) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
