Class,Method,Smell,Tecnicas,Commit,Refactoring,Left Side,Right Side
org.libreplan.web.tree.TreeController,addElement,Muitos Desvios,[D],,,,
org.libreplan.web.planner.consolidations.AdvanceConsolidationDTO,canNotBeConsolidated,Muitos Desvios,[V],,,,
org.libreplan.importers.JiraTimesheetSynchronizer,syncJiraTimesheetWithJiraIssues,Alto Acoplamento Efferent,"[A, V, X]",851357d760ce5970b61b925bbe811415d4b4774f,EXTRACT_OPERATION,"public syncJiraTimesheetWithJiraIssues(issues List<Issue>, order Order) : void",private saveWorkReportIfNotEmpty() : void
org.libreplan.importers.JiraTimesheetSynchronizer,syncJiraTimesheetWithJiraIssues,Alto Acoplamento Efferent,"[A, V, X]",31c32473448d4eb27aad8589df450a254e62ba5b,INLINE_OPERATION,"private startSync(issues List<Issue>, order Order) : void","public syncJiraTimesheetWithJiraIssues(issues List<Issue>, order Order) : void"
org.libreplan.web.resources.worker.WorkerCRUDController,save,Metodo Longo,[D],,,,
org.libreplan.ws.common.impl.OrderElementConverter,toEntityExceptCriterionRequirements,Muitos Desvios,"[A, R, D, V, X]",,,,
org.libreplan.web.tree.TreeController,takeSnapshot,Muitos Desvios,[D],,,,
org.libreplan.web.resources.machine.MachineCRUDController,createPredicate,Muitos Desvios,"[D, V]",,,,
org.libreplan.web.test.ws.basecalendars.BaseCalendarServiceTest,testAddValidBaseCalendar,Alto Acoplamento Efferent,"[A, R, D, V, X]",,,,
org.zkoss.ganttz.LeftTasksTreeRow,updateBean,Metodo Longo,[D],,,,
org.libreplan.web.orders.OrderElementTreeModelTest,checkMoveOrderGroupLineWithCriterionToOrderLineGroupWithSameCriterion,Muitos Desvios,"[A, R, D, V, X]",,,,
org.zkoss.ganttz.TaskComponent,constraintViolated,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.test.ws.orders.OrderElementServiceTest,orderWithOrderLineWithoutCode,Alto Acoplamento Efferent,"[A, D, V]",,,,
org.libreplan.web.orders.OrderModel,getOrders,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.web.calendars.BaseCalendarEditionController,reloadTypeDatesAndDuration,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.planner.order.OrderPlanningModel,setupChart,Muitos Parametros,"[A, V, X]",,,,
org.libreplan.web.resources.machine.MachineConfigurationController,addCriterionRequirement,Alto Acoplamento Efferent,[D],,,,
org.libreplan.ws.common.impl.OrderElementConverter,update,Muitos Parametros,"[A, V, X]",909eab9f52c1216713038e1013d6fe161fbe74a4,EXTRACT_OPERATION,"public update(orderElement OrderElement, orderElementDTO OrderElementDTO, configuration ConfigurationOrderElementConverter) : void","private update(orderVersion OrderVersion, orderElement OrderElement, orderElementDTO OrderElementDTO, configuration ConfigurationOrderElementConverter) : void"
org.libreplan.ws.common.impl.OrderElementConverter,update,Muitos Parametros,"[A, V, X]",5a76e6281ed705bdc29a888c2bdf3263d818f3d8,EXTRACT_OPERATION,"public update(orderElement OrderElement, orderElementDTO OrderElementDTO, configuration ConfigurationOrderElementConverter) : void","private update(orderVersion OrderVersion, orderElement OrderElement, orderElementDTO OrderElementDTO, configuration ConfigurationOrderElementConverter) : void"
org.libreplan.business.materials.entities.Material,createUnvalidated,Muitos Parametros,"[A, D, V, X]",,,,
org.libreplan.ws.workreports.impl.WorkReportConverter,toEntity,Alto Acoplamento Efferent,"[A, V]",,,,
org.libreplan.ws.common.impl.OrderElementConverter,updateExceptCriterionRequirements,Muitos Parametros,"[A, V, X]",,,,
org.libreplan.web.materials.MaterialsController,showInvalidValues,Alto Acoplamento Efferent,[D],,,,
org.libreplan.business.test.planner.entities.UntilFillingHoursAllocatorTest,createTaskIfNotCreatedYet,Muitos Desvios,[D],,,,
org.libreplan.business.test.planner.entities.DerivedAllocationTest,matches,Muitos Desvios,[D],,,,
org.libreplan.web.planner.reassign.ReassignCommand,reattach,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.scenarios.ScenarioModel,remove,Alto Acoplamento Efferent,"[A, R, D, V, X]",,,,
org.libreplan.business.planner.entities.SubcontractorCommunication,create,Muitos Parametros,"[A, D, V, X]",,,,
org.libreplan.business.common.LibrePlanClassValidator,findPropertyByName,Muitos Desvios,"[A, R, D, V, X]",,,,
org.libreplan.web.resources.worker.WorkerCRUDController,onEvent,Alto Acoplamento Efferent,[D],,,,
org.libreplan.business.test.orders.entities.OrderElementTest,checkValidPropagation,Muitos Desvios,[D],,,,
org.libreplan.web.planner.company.CompanyPlanningController,loadPredefinedBandboxFilter,Muitos Desvios,"[D, V]",f267e5fca0a90caca7bae74bc526e19603992ebb,EXTRACT_AND_MOVE_OPERATION,private loadPredefinedBandboxFilter() : void,public getUser() : User
org.libreplan.web.planner.taskedition.EditTaskController,accept,Alto Acoplamento Efferent,"[A, D, V]",,,,
org.libreplan.web.resourceload.PeriodsBuilder,build,Muitos Parametros,"[A, V, X]",,,,
org.libreplan.web.orders.OrderElementPredicate,accepts,Muitos Desvios,[D],,,,
org.libreplan.web.resources.worker.CriterionsMachineController,validateCriterionSatisfactionDTO,Alto Acoplamento Efferent,[D],,,,
org.zkoss.ganttz.data.criticalpath.CriticalPathCalculatorTest,givenTwoPairOfTasksNotConnected,Muitos Parametros,"[A, D, V, X]",,,,
org.libreplan.web.common.CustomMenuController,topItem,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.web.planner.order.OrderPlanningController,showResorceAllocationIfIsNeeded,Muitos Desvios,"[D, V]",,,,
org.libreplan.web.planner.allocation.ResourceAllocationController,init,Alto Acoplamento Efferent,"[A, R, D, V, X]",,,,
org.libreplan.importers.ImportRosterFromTim,updateCalendarExceptionPerWorker,Muitos Parametros,"[A, V, X]",,,,
org.libreplan.web.planner.allocation.AllocationRowsHandler,addGeneric,Muitos Parametros,"[A, V, X]",,,,
org.libreplan.web.calendars.BaseCalendarEditionController,acceptCreateNewVersion,Alto Acoplamento Efferent,[D],,,,
org.libreplan.business.common.LibrePlanClassValidator,handleAggregateAnnotations,Alto Acoplamento Efferent,"[D, V]",,,,
org.libreplan.web.orders.OrderPredicate,acceptFilter,Muitos Desvios,[D],,,,
org.libreplan.web.reports.TimeLineRequiredMaterialModel,getTimeLineRequiredMaterial,Alto Acoplamento Efferent,[V],,,,
org.libreplan.web.planner.order.SaveCommandBuilder,execute,Muitos Desvios,[V],,,,
org.libreplan.web.resourceload.PeriodsBuilder,buildTimeLinesForEachTask,Alto Acoplamento Efferent,"[A, R, D, V, X]",,,,
org.libreplan.web.test.ws.typeofworkhours.TypeOfWorkHoursServiceTest,testUpdateTypeOfWorkHours,Metodo Longo,"[A, R, D, V]",,,,
org.libreplan.web.orders.ManageOrderElementAdvancesController,goToRemoveLineAdvanceAssignment,Muitos Desvios,[D],,,,
org.libreplan.web.common.components.CapacityPicker,workWith,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.web.resourceload.ResourceLoadController,reloadInTransaction,Metodo Longo,[D],,,,
org.libreplan.web.planner.chart.ChartFiller,calculate,Muitos Desvios,[D],a68efea35b1fc627b6e00cc7de86f265cf5f4ad9,PULL_UP_OPERATION,"private calculatedValueForEveryDay(values SortedMap<LocalDate,BigDecimal>, interval Interval) : SortedMap<LocalDate,BigDecimal>","protected calculatedValueForEveryDay(values SortedMap<LocalDate,BigDecimal>, interval Interval) : SortedMap<LocalDate,BigDecimal>"
org.libreplan.web.planner.limiting.allocation.LimitingAllocationRow,create,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.web.test.ws.orders.OrderElementServiceTest,orderWithInvalidLabel,Alto Acoplamento Efferent,"[A, D, V]",,,,
org.libreplan.web.resources.worker.WorkerCRUDController,render,Metodo Longo,[D],,,,
org.libreplan.importers.ImportRosterFromTim,importRosters,Metodo Longo,[V],,,,
org.libreplan.web.test.ws.orders.OrderElementServiceTest,updateMaterialAssignment,Metodo Longo,"[A, R, D, V, X]",,,,
org.libreplan.web.resources.worker.WorkRelationshipsController,saveCriterionSatisfaction,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.resources.machine.MachineCRUDController,updateCalendarController,Metodo Longo,[D],,,,
org.zkoss.ganttz.data.criticalpath.CriticalPathCalculatorTest,givenOneTaskWithTwoDependantTasksAndOneCommonDependantTask,Muitos Parametros,"[A, D, V, X]",,,,
org.libreplan.business.planner.entities.ResourceAllocation,createDerived,Alto Acoplamento Efferent,[D],,,,
org.zkoss.ganttz.data.criticalpath.CriticalPathCalculator,getDateConstraints,Muitos Desvios,[V],,,,
org.libreplan.importers.ExportTimesheetsToTim,exportTimesheets,Metodo Longo,[V],3891048f0053d23e6f6803ba9021892d04ed73eb,EXTRACT_OPERATION,public exportTimesheets() : void,private getTimConnector() : Connector
org.libreplan.importers.ExportTimesheetsToTim,exportTimesheets,Metodo Longo,[V],3891048f0053d23e6f6803ba9021892d04ed73eb,EXTRACT_OPERATION,"public exportTimesheets(productCode String, order Order) : boolean",private getTimConnector() : Connector
org.libreplan.ws.subcontract.impl.ReportAdvancesServiceREST,updateAdvances,Alto Acoplamento Efferent,"[A, R, D, V, X]",00378d039a554035ef3166a01bc6168d07d80371,RENAME_METHOD,public updateAdvances(orderElementWithAdvanceMeasurementsListDTO OrderElementWithAdvanceMeasurementsListDTO) : InstanceConstraintViolationsListDTO,public updateAdvancesOrEndDate(orderElementWithAdvanceMeasurementsListDTO OrderElementWithAdvanceMeasurementsOrEndDateListDTO) : InstanceConstraintViolationsListDTO
org.libreplan.ws.subcontract.impl.ReportAdvancesServiceREST,updateAdvances,Alto Acoplamento Efferent,"[A, R, D, V, X]",00378d039a554035ef3166a01bc6168d07d80371,EXTRACT_OPERATION,public updateAdvances(orderElementWithAdvanceMeasurementsListDTO OrderElementWithAdvanceMeasurementsListDTO) : InstanceConstraintViolationsListDTO,"public updateAdvances(orderVersion OrderVersion, orderElement OrderElement, orderElementWithAdvanceMeasurementsOrEndDateDTO OrderElementWithAdvanceMeasurementsOrEndDateDTO) : InstanceConstraintViolationsListDTO"
org.libreplan.ws.subcontract.impl.ReportAdvancesServiceREST,updateAdvances,Alto Acoplamento Efferent,"[A, R, D, V, X]",b3a5f2226d1d6930104cc3cadada5d8d83c475fc,RENAME_METHOD,public updateAdvances(orderElementWithAdvanceMeasurementsListDTO OrderElementWithAdvanceMeasurementsOrEndDateListDTO) : InstanceConstraintViolationsListDTO,public updateAdvancesOrEndDate(orderElementWithAdvanceMeasurementsListDTO OrderElementWithAdvanceMeasurementsOrEndDateListDTO) : InstanceConstraintViolationsListDTO
org.libreplan.ws.subcontract.impl.ReportAdvancesServiceREST,updateAdvances,Alto Acoplamento Efferent,"[A, R, D, V, X]",b3a5f2226d1d6930104cc3cadada5d8d83c475fc,EXTRACT_OPERATION,public updateAdvances(orderElementWithAdvanceMeasurementsListDTO OrderElementWithAdvanceMeasurementsOrEndDateListDTO) : InstanceConstraintViolationsListDTO,"public updateAdvances(orderVersion OrderVersion, orderElement OrderElement, orderElementWithAdvanceMeasurementsOrEndDateDTO OrderElementWithAdvanceMeasurementsOrEndDateDTO) : InstanceConstraintViolationsListDTO"
org.libreplan.web.planner.taskedition.TaskPropertiesController,init,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.resourceload.ResourceLoadController,buildVisualizationModifiers,Alto Acoplamento Efferent,"[A, D, V, X]",a54fc40b4ca782cb541f7a2759386a20b910b463,EXTRACT_AND_MOVE_OPERATION,private buildVisualizationModifiers() : List<VisualizationModifier>,public getUser() : User
org.libreplan.web.orders.OrderCRUDController,initializeTabs,Muitos Desvios,"[D, V]",,,,
org.libreplan.web.orders.OrderCRUDController,save,Muitos Desvios,[D],,,,
org.libreplan.web.orders.OrderElementTreeController,appendExpandCollapseButton,Metodo Longo,[D],,,,
org.libreplan.web.subcontract.ReportAdvancesModel,getOrderElementWithAdvanceMeasurementsListDTO,Alto Acoplamento Efferent,"[A, V, X]",,,,
org.zkoss.ganttz.resourceload.ResourcesLoadPanel,afterCompose,Metodo Longo,[D],,,,
org.libreplan.web.orders.OrderElementTreeModelTest,checkMoveOrderLineGroupWithCriterionOnChildToOrderLineInGroupWithSameCriterion,Muitos Desvios,[D],,,,
org.libreplan.web.limitingresources.QueueComponent,getAdvanceEndDate,Muitos Desvios,[D],,,,
org.libreplan.web.planner.order.OrderPlanningController,createPredicate,Alto Acoplamento Efferent,[D],e7536b153c11719d03a88979429e0a1757eddf54,EXTRACT_AND_MOVE_OPERATION,private createPredicate() : TaskElementPredicate,"public writeOrderParameters(order Order, parameters List<FilterPair>) : void"
org.libreplan.web.planner.order.OrderPlanningController,createPredicate,Alto Acoplamento Efferent,[D],e7536b153c11719d03a88979429e0a1757eddf54,EXTRACT_AND_MOVE_OPERATION,private createPredicate() : TaskElementPredicate,"public writeOrderInheritance(order Order, value boolean) : void"
org.libreplan.web.planner.company.CompanyPlanningModel,setConfigurationToPlanner,Muitos Parametros,"[A, V, X]",909eab9f52c1216713038e1013d6fe161fbe74a4,EXTRACT_OPERATION,"public setConfigurationToPlanner(planner Planner, additional Collection<ICommandOnTask<TaskElement>>, doubleClickCommand ICommandOnTask<TaskElement>, predicate IPredicate) : void",private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel
org.libreplan.web.planner.company.CompanyPlanningModel,setConfigurationToPlanner,Muitos Parametros,"[A, V, X]",28e56f8ae19f717a048e90e26fa4479ad1909425,EXTRACT_OPERATION,"public setConfigurationToPlanner(planner Planner, additional Collection<ICommandOnTask<TaskElement>>, doubleClickCommand ICommandOnTask<TaskElement>, predicate IPredicate) : void",private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel
org.libreplan.web.planner.company.CompanyPlanningModel,setConfigurationToPlanner,Muitos Parametros,"[A, V, X]",ee7c6d708a0c9a99c6678420fcdae4503138330d,EXTRACT_OPERATION,"public setConfigurationToPlanner(planner Planner, additional Collection<ICommandOnTask<TaskElement>>, doubleClickCommand ICommandOnTask<TaskElement>, predicate TaskGroupPredicate) : void",private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel
org.zkoss.ganttz.Planner,setConfiguration,Metodo Longo,"[A, R, D, V, X]",,,,
org.libreplan.web.reports.CompletedEstimatedHoursPerTaskModel,getCompletedEstimatedHoursReportPerTask,Muitos Parametros,"[A, V]",,,,
org.libreplan.web.reports.WorkingProgressPerTaskModel,getWorkingProgressPerTaskReport,Muitos Parametros,"[A, V]",,,,
org.libreplan.web.orders.AssignedTaskQualityFormsToOrderElementController,appendCheckPassed,Metodo Longo,[D],,,,
org.libreplan.business.labels.entities.Label,isEqualTo,Muitos Desvios,"[D, V]",,,,
org.libreplan.ws.common.impl.OrderElementConverter,addOrCriterionRequirementsEntities,Muitos Desvios,[V],,,,
org.libreplan.web.reports.ProjectStatusReportController,getFilterSummary,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.planner.taskedition.TaskPropertiesController,onEvent,Metodo Longo,[D],,,,
org.libreplan.web.planner.order.OrderPlanningModel,getEarnedValueChartConfigurableLegend,Metodo Longo,[V],909eab9f52c1216713038e1013d6fe161fbe74a4,EXTRACT_OPERATION,"private getEarnedValueChartConfigurableLegend(earnedValueChartFiller OrderEarnedValueChartFiller, date LocalDate) : Component","private getLabelTextEarnedValueType(earnedValueChartFiller OrderEarnedValueChartFiller, type EarnedValueType, date LocalDate) : String"
org.libreplan.web.planner.order.OrderPlanningModel,getEarnedValueChartConfigurableLegend,Metodo Longo,[V],4cc12a3dbfa00d8adda0d05282d9fb32658cf3c2,EXTRACT_OPERATION,"private getEarnedValueChartConfigurableLegend(earnedValueChartFiller OrderEarnedValueChartFiller, date LocalDate) : Component","private getLabelTextEarnedValueType(earnedValueChartFiller OrderEarnedValueChartFiller, type EarnedValueType, date LocalDate) : String"
org.libreplan.web.test.ws.orders.OrderElementServiceTest,updateHoursGroup,Metodo Longo,"[A, R, D, V, X]",,,,
org.zkoss.ganttz.data.criticalpath.CriticalPathCalculatorTest,givenComplexExample,Metodo Longo,"[R, D, V]",,,,
org.libreplan.web.orders.ManageOrderElementAdvancesModel,getChartData,Muitos Desvios,"[D, V, X]",,,,
org.libreplan.importers.JiraOrderElementSynchronizer,syncOrderElementsWithJiraIssues,Muitos Desvios,[V],,,,
org.libreplan.business.test.qualityforms.entities.QualityFormTest,checkInvalidQualityFormItemPositionByItems,Muitos Desvios,[D],,,,
org.libreplan.business.calendars.entities.BaseCalendar,createNewVersionInsideIntersection,Metodo Longo,"[D, V]",,,,
org.libreplan.business.resources.entities.CriterionType,create,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.business.planner.entities.StretchesFunction,apply,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.web.test.ws.orders.OrderElementServiceTest,validOrderWithAdvanceMeasurements,Metodo Longo,"[D, V]",,,,
org.libreplan.business.materials.daos.MaterialDAO,getFilterMaterial,Muitos Desvios,"[A, R, D, V, X]",,,,
org.libreplan.business.planner.daos.DayAssignmentDAO,getAllFor,Muitos Parametros,"[A, V, X]",,,,
org.libreplan.business.orders.daos.OrderDAO,getOrderCostsPerResource,Metodo Longo,"[D, V]",,,,
org.libreplan.business.planner.entities.SigmoidFunction,apply,Muitos Parametros,"[A, D, V, X]",,,,
org.libreplan.business.advance.entities.AdvanceType,create,Muitos Parametros,"[A, R, D, V, X]",,,,
org.libreplan.web.orders.ManageOrderElementAdvancesController,setMaxValue,Alto Acoplamento Efferent,[D],,,,
org.libreplan.web.orders.JiraSynchronizationController,startSyncWithJira,Alto Acoplamento Efferent,"[D, V]",cc246eedfa9f047d513f03efb213a369e2cd05c7,MOVE_OPERATION,public startSyncWithJira(label String) : void,public startSyncWithJira(label String) : void
org.libreplan.web.orders.JiraSynchronizationController,startSyncWithJira,Alto Acoplamento Efferent,"[D, V]",2fc452d1b72dffbd5183c29adceb91ec3a9e1c1b,MOVE_OPERATION,public startSyncWithJira(label String) : void,public startSyncWithJira(label String) : void
