Commmit-id,Refactring-name,Refactoring-Type,Code Element Left,Code Element Right,Class Before,Class After
91a413f9b2bdb50059dd493ff0283b5411ae259d,Extract Method,EXTRACT_OPERATION,"protected pasteResources(oldToNewUUIDMapping Map<String,AbstractObject>, newProjectVersionId String) : void","private restampAllSourceProjectFlows(existingResourceId String, newResource Resource) : void",[org.jumpmind.metl.ui.common.CutCopyPasteManager],[org.jumpmind.metl.ui.common.CutCopyPasteManager]
91a413f9b2bdb50059dd493ff0283b5411ae259d,Parameterize Variable,PARAMETERIZE_VARIABLE,resource : Resource,newResource : Resource,[org.jumpmind.metl.ui.common.CutCopyPasteManager],[org.jumpmind.metl.ui.common.CutCopyPasteManager]
4091e0ee011b636d07d3a914141edfa63fb96eab,Extract Method,EXTRACT_OPERATION,public start() : void,private handleScriptException(e ScriptException) : void,[org.jumpmind.metl.core.runtime.component.Script],[org.jumpmind.metl.core.runtime.component.Script]
4091e0ee011b636d07d3a914141edfa63fb96eab,Extract Variable,EXTRACT_VARIABLE,0,scriptString : String,[org.jumpmind.metl.core.runtime.component.Script],[org.jumpmind.metl.core.runtime.component.Script]
4091e0ee011b636d07d3a914141edfa63fb96eab,Rename Method,RENAME_METHOD,public ScriptHelper(componentRuntime IComponentRuntime),protected init(componentRuntime IComponentRuntime) : void,[org.jumpmind.metl.core.runtime.component.ScriptHelper],[org.jumpmind.metl.core.runtime.component.ScriptHelper]
026790eb0579f249e2ffc2b67c73b0d28fc71704,Extract Method,EXTRACT_OPERATION,public start() : void,private handleScriptException(e ScriptException) : void,[org.jumpmind.metl.core.runtime.component.Script],[org.jumpmind.metl.core.runtime.component.Script]
026790eb0579f249e2ffc2b67c73b0d28fc71704,Extract Variable,EXTRACT_VARIABLE,0,scriptString : String,[org.jumpmind.metl.core.runtime.component.Script],[org.jumpmind.metl.core.runtime.component.Script]
026790eb0579f249e2ffc2b67c73b0d28fc71704,Rename Method,RENAME_METHOD,public ScriptHelper(componentRuntime IComponentRuntime),protected init(componentRuntime IComponentRuntime) : void,[org.jumpmind.metl.core.runtime.component.ScriptHelper],[org.jumpmind.metl.core.runtime.component.ScriptHelper]
c3758c87bc8226650a1c973b7f5b80c06d89da06,Rename Method,RENAME_METHOD,protected selectAndExpand(value Object) : void,protected expand(value Object) : void,[org.jumpmind.metl.ui.views.design.DesignNavigator],[org.jumpmind.metl.ui.views.design.DesignNavigator]
1a5ac7c511f594572c5f2bd782641e9c04376100,Rename Method,RENAME_METHOD,protected selectAndExpand(value Object) : void,protected expand(value Object) : void,[org.jumpmind.metl.ui.views.design.DesignNavigator],[org.jumpmind.metl.ui.views.design.DesignNavigator]
89be49b8e4b6a47ca7943a231710f6c82ee17628,Extract Variable,EXTRACT_VARIABLE,0,configurationService : IConfigurationService,[org.jumpmind.metl.ui.views.design.PropertySheet],[org.jumpmind.metl.ui.views.design.PropertySheet]
ff53c809938a66f9f971bd7a19261674535f8adb,Extract Variable,EXTRACT_VARIABLE,0,configurationService : IConfigurationService,[org.jumpmind.metl.ui.views.design.PropertySheet],[org.jumpmind.metl.ui.views.design.PropertySheet]
4f2bfa4e8693d2bbdc43885e2421f35f309b0eca,Split Variable,SPLIT_VARIABLE,count : int,countExecutions : int,[org.jumpmind.metl.core.persist.ExecutionService],[org.jumpmind.metl.core.persist.ExecutionService]
4f2bfa4e8693d2bbdc43885e2421f35f309b0eca,Change Return Type,CHANGE_RETURN_TYPE,DataSource,BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
4f2bfa4e8693d2bbdc43885e2421f35f309b0eca,Change Return Type,CHANGE_RETURN_TYPE,DataSource,BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
4f2bfa4e8693d2bbdc43885e2421f35f309b0eca,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,configDataSource : DataSource,configDataSource : BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
4f2bfa4e8693d2bbdc43885e2421f35f309b0eca,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,executionDataSource : DataSource,executionDataSource : BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
f9ecf1af737a4f1f32a9723f64303fb5d224ebf1,Change Return Type,CHANGE_RETURN_TYPE,DataSource,BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
f9ecf1af737a4f1f32a9723f64303fb5d224ebf1,Change Return Type,CHANGE_RETURN_TYPE,DataSource,BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
f9ecf1af737a4f1f32a9723f64303fb5d224ebf1,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,configDataSource : DataSource,configDataSource : BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
