"Tecnicas;Design Role;Classe;Método;LOC;CC;Efferent;NOP;Problema de Design;Deveria ser REFATORADO por conta desse problema?; Se DISCORDAR, quais os motivos? "
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;obterRepasse;14;11;7;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;alterarPessoaNaoInscrita;19;3;10;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;montarFiltroArg;375;44;15;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.vencimento.ConsultarVencimentoICMS;initialize;27;6;6;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.regimeTributacaoIcms.IncluirRegimeTributacaoICMS;process;23;2;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarDadosGNRESessao;199;110;14;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.sefaz.se.sae.oper.to.substituicao.SubstituirDAE;process;109;28;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;obterNomePessoaEmissor;28;12;3;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.regimeTributacaoIcms.IncluirRegimeTributacaoICMS;process;23;2;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;gravarCabecalho;25;4;10;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.SelecionarItemDocDesmembram;process;33;6;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;validarDadosDAR;44;12;10;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;totalizarValorDAEPorChequeDevolvido;20;2;6;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.motivoTalao.AlterarMotivoTalao;process;24;2;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;converterEntidadeGNRE;154;39;18;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirDetalheReceitasNaoTributarias;26;15;8;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.convenioProduto.AlterarConvenioProduto;process;74;15;13;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;ABAS;br.gov.se.sefaz.sae.consultas.to.documento.AbaBase;preencheDocCabecalhoSAE;62;15;8;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;adicionarItemDAEIPVA;25;2;5;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.correcao.AlterarCodigoDeBarras;beforeRunTransLess;49;2;17;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.baixa.ConfirmarBaixaCheqPago;process;73;16;14;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.AlterarItemDAE;process;35;6;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarItens;98;27;11;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.ConfirmarEmissaoTermoRegiao;process;27;5;15;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.DesmembrarDAE;process;85;17;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES, CONSTANTESEMISSAODAE];br.gov.se.sefaz.sae.util.campo.CamposSAE;obterDsParcelaApuracao;50;9;2;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.cheqDev.ConsultarCheqDev;montaFiltroArg;48;16;9;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.substituicao.ListarItensAntecipacaoMensal;montarItensDocumento;24;2;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropriedadesItemDaeMultaFiscalEspecial;97;17;15;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;formatarTelaDAEAvulsoContribInscrito;159;31;11;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;obterDatasVencimento;5;1;4;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dataRepasse.ConsultarDadosAlteracaoDataRepasse;process;29;11;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarArquivoExcel;56;8;14;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.percentRepasseReceita.ExcluirPercentRepasseReceita;montarComboEntidadeAtiva;29;6;9;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;formatarTela;91;40;4;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ConsultarDAECancelamento;process;90;27;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;getSituacaoDoc;11;12;2;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.reemissao.ReemitirAntecipacaoMensal;getOcorrenciasNavegacao;29;6;9;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.AlterarDadosInscricaoEstadual;process;40;12;11;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;campoAlterado;10;8;2;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeICMSContribuiteInscritoEspecial;193;33;11;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;registrar;20;4;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarCancelamentoDAE;3;1;3;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarComboFormaRecolhimentoNaoInscrito;16;2;10;4;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarRegistrarDAEAvulso;9;1;6;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;atualizarValorDeDataReprocessada;36;4;16;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.tipoContribuinteCateg.IncluirTipoContribuinteCateg;initialize;25;4;4;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarItemHistorico;42;9;7;5;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;montaDoctoSaida;123;37;14;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.listar.ListarIsencoesAlteracao;process;34;11;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialPRPCmdSQL;96;9;9;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.repasse.ConsultaRepasseFUNPREV;process;28;10;9;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemTaxaConfirmar;process;30;7;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.receberTalao.ReceberTalao;process;29;4;13;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.gnre.AlterarGNRE;initialize;38;11;6;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqErroRepasseDAE;processarArquivo;25;7;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;atualizarValorDeDataReprocessada;36;4;16;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;process;93;28;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.inclusao.itemDae.ListarItensDAE;initialize;31;3;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.excluirViaEletronica.ConfirmaExclusaoViaEletronica;process;40;4;19;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;registrarRecolhimentoDocumento;25;3;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.grupoRecolhimento.ExcluirGrupoRecolhimento;initialize;27;4;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;registrarHistorico;24;7;11;9;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.devolverTalao.ListarTalaoDistribuidoUnidade;getOcorrenciasNavegacao;24;4;10;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;prepararCampos;64;1;1;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;verificaArrecadacaoFechada;24;9;8;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialCmdSQLEntidadeCredora;94;8;8;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.alterar.AlterarIsencaoVeiculo;initialize;31;10;5;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarConfronto;process;88;12;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;montarComboBancoAtivo;31;7;8;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;montaDoctoSaida;77;13;11;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultICMSContribuiteInscrito;47;10;10;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;validarEtiqueta;11;2;6;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;registrarHistoricoNovaDAS;4;1;3;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consultaArquivo.ConsultarArquivosEnviadosBanco;process;56;13;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;obterDocParaCheque;11;1;7;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.EmitirDAEContribuinteInscrito;validarPessoaGenerica;28;11;5;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;processarArquivo;66;21;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarDAEEspecial;process;127;27;16;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;verificarValoresDetalheDocumento;23;6;3;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consultaArquivo.ConsultarArquivosNaoEnviadosPeloBanco;process;91;26;18;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;regularizarDAEDuplicado;37;4;9;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.ConsultarDadosAlteracaoInscricao;process;49;12;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarViaEletronicaDAEManual;process;61;10;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAutorizadaFinal;doProcess;25;5;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarRecolhimento;148;61;26;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.itcmd.ConsultarContribuinteITCMD;initialize;108;45;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;gerarNotificacaoCheqDev;41;3;14;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecGNRE.InformarDataArrecadacao;process;44;6;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;verificarIntervaloData;28;13;3;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ConfirmaRepasseFinanceiro;process;37;9;18;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemTaxa;process;46;10;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;gravaConfirmacaoRepasse;24;7;9;7;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;verificaCampoAlteradoItemDAE;14;8;4;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultReceitaExtraOrcamentaria;25;4;9;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropriedadesItemDaeMultaFiscalEspecial;97;17;15;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;verificarItensTaxa;38;21;4;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.percentRepasseReceita.AlterarPercentRepasseReceita;process;33;2;12;0;Metodo Longo;(1) Discordo Fortemente;;"
 D ;ENTITY;br.gov.se.sefaz.sae.ne.ValorCampoLayout;getValoresCampoLayout;6;2;6;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.ConfirmarDesmembrarDAE;registrarDesmembramentoDAEComplementar;80;28;13;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;setDadosItemDocIncons;25;5;7;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorMantab;navegacaoMantabUtil;34;7;9;6;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;getCreConversaoReceita;30;10;8;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.ConsultarHistoricoCustodiais;comparaDataInicialFinal;10;8;2;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.distribuirTalao.ValidarDistribuicaoTalao;process;27;6;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.conversaoReceita.ExcluirConversaoReceita;process;73;8;13;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;obterVencReceitaNaoTributaria;53;17;6;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.AlterarItemDAE;initialize;114;49;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.metasArrecadacao.ExcluirMetasArrecadacao;process;24;2;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.AlterarItem;process;125;52;14;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.GerarItemReceitaOutrosOrgaosConfirmar;initialize;144;17;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;montaDocumentoInconsistente;42;13;13;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;cancelarDAEITCMD;35;9;12;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.prescricao.ConsultarDocumentoPrescricao;process;44;13;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;consultarHistoricoChequeDevolvido;8;1;4;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarDocGrupoMotivoReceita;29;6;9;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarCabecalho;26;4;10;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.reemissao.AlterarAntecipacaoMensal;process;36;7;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.AlterarItem;initialize;44;11;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.inclusao.gnre.IncluirGNRE;initialize;57;15;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIPVA;inserirCertidaoRegularidadeIPVA;20;7;9;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;calcularRepasse;18;7;4;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.ExcluirItem;process;67;17;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;setaDadosDocIdent;64;25;6;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderSolicitacaoEmAnaliseFinal;setPlacaChassi;15;7;6;4;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;obterLayout28;46;9;5;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setDocDadosIcms;87;19;18;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES, CONSTANTESEMISSAODAE];br.gov.se.sefaz.sae.util.campo.CamposSAE;cloneObjeto;26;4;6;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarSolicitacaoIsencaoIPVAInicioBase;initialize;67;11;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;setDadosItensDocCons;25;6;10;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.devolverTalao.ListarTalaoDistribuidoUnidade;getOcorrenciasNavegacao;24;4;10;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.percentCalculoReceita.IncluirPercentCalculoReceita;process;77;33;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResult;107;48;2;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.ConfirmarRetiradaDadosConciliacaoBancaria;process;28;2;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;obterVencimentoReceita;44;16;10;13;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;gravarHistoricoRepasseFinanceiroSql;20;2;8;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeICMSContribuiteInscritoEspecial;193;33;11;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;validarMesAnoReferencia;16;9;6;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;ocultarCampoDAEManualViaEletronica;390;56;12;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarComboReceitaEspecial;37;6;12;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.GerarItemReceitaOutrosOrgaosConfirmar;process;21;8;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
