"Tecnicas;Design Role;Classe;Método;LOC;CC;Efferent;NOP;Problema de Design;Deveria ser REFATORADO por conta desse problema?; Se DISCORDAR, quais os motivos? "
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.SelecionarItemDocDesmembram;process;33;6;13;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;montaDocumentoInconsistente;42;13;13;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.conversaoReceita.IncluirConversaoReceita;process;84;9;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.substituicao.AlterarItemAntecipacaoMensal;initialize;24;9;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;registrarDAEDED;28;3;12;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.vencimentoIcms.VencimentoIcmsBase;preencheDocVencimentoICMS;34;11;8;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;montaQuery;29;2;5;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.certidaoIPVA.EmitirCertidaoNegativa;process;60;8;19;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;atualizarUltimoNSA;40;7;5;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;registrarMovConsolidado;23;3;8;8;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;montaFiltroDocumentoConcBanc;28;8;3;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarViaEletronicaDAEManual;process;61;10;12;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.vencimentoIcms.AlterarVencimentoIcms;process;136;38;16;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.download.ObterRelatorioDAEMensalRecolhimento;geraArquivos;50;10;15;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeImpExpContribuinteNaoInscrito;51;9;6;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemICMSContribuinteInscrito;process;103;59;15;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;obterNrArquivo;11;2;10;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cancelamento.dae.CancelarDAEPeloNumero;initialize;18;7;3;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacao;getOcorrenciasNavegacao;20;3;9;4;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cadastro.conta.InserirContaBancaria;montarComboEntidade;30;6;10;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;validarDadosGNRE;69;34;15;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarArrecadacaoMultaFiscal;setItensDocumento;99;9;9;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.repasse.ConsultaRepasseFUNPREV;setItensDocumento;138;25;10;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarDadosGNRE;381;154;22;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;gravarCabecalho;25;4;10;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;verificarAlteracaoDAEManualViaEletronica;623;169;16;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.baixa.ConfirmarBaixaCheqPago;process;73;16;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;validarDadosDASDesmembramento;32;14;10;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.IncluirItemICMS;process;35;17;13;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;exibirCamposDesmembramentoGNRE;126;77;14;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.DesmembrarItemDAE;process;70;11;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemReceitaNaoTributaria;atribuirCamposConfirmacao;53;14;8;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardFiscalizacaoFinal;doProcess;46;6;18;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.outrosOrgaos.ConsultarPagamentosDAEs;process;64;13;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.concBanc.ListarDadosAgencia;getCampoOrdenacao;7;6;1;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.AlterarItemDesmembramentoDAE;process;110;38;13;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;PERSISTENCE;br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;getEntidadeConversaoReceita;28;2;10;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAORELATORIO;br.gov.se.sefaz.sae.isencaoTributos.to.emitir.EmitirTermoResponsabilidade;process;28;10;5;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarSolicitacaoImunidadeIPVAFinal;doProcess;24;1;4;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.AlterarDadosInscricaoEstadual;process;40;12;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dar.AlterarDAR;initialize;31;8;3;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.cadastro.ConfirmarCadastroCheque;initialize;48;7;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.IncluirItemICMS;initialize;36;9;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.IncluirItemICMS;process;37;11;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;registrarDadosExcluirDoc;81;11;13;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNRE;registrar;37;6;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.DesmembrarDAE;montaDocDesmembrarDAE;29;4;6;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoIPVA;processarArquivo;61;11;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;obterIdentificacaoContribuintePeloCodigoCourrier;26;11;2;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.unidadeTalao.IncluirUnidadeTalao;initialize;40;5;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;REGISTROMOVCONSOLIDADO;br.gov.se.sefaz.sae.concBanc.ng.registro.RegistroA;validar;73;22;12;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.GerarItemReceitaOutrosOrgaos;process;76;33;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.produtoSAE.ConsultarProdutoSAE;initialize;23;2;1;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;converterReceitaFormaGNRE;48;15;4;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;gerarDAEITCMD;90;29;20;8;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeReceitaOutrosOrgaos;148;25;14;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;calcularValoresEncargos;52;9;7;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ConsultarDAECancelamento;initialize;32;12;5;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.vencimento.ConsultarVencimentoICMS;comparaDataInicialFinal;10;8;2;6;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.GerarItemReceitaOutrosOrgaosConfirmar;initialize;144;17;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.AlterarItemDAE;initialize;114;49;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;registrarDAEDED;28;3;12;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;ocultarCamposDAR;38;1;1;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarDAE;24;9;8;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.EmitirDAEContribuinteInscrito;process;67;12;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;montaCamposModoExibicaoData;14;7;3;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;obterDataVencimentoICMS;47;25;10;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.correcao.AlterarCodigoDeBarras;beforeRunTransLess;49;2;17;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultReceitaOutrosOrgaos;46;10;12;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;processarArquivo;47;13;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;registrarReferenciaDeCheque;7;2;5;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;obterDAEMensalSIT;73;2;10;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAS;validar;83;13;19;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.ListarDesmembramentoDAS;process;39;6;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;setGNRE;186;57;23;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.talonario.ConsultaAvancadaTalonario;montaFiltroIntervaloData;114;33;7;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;DocJaRegularizado;26;2;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarArquivoExcel;56;8;14;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;montaDocumentoConsistente;35;11;11;5;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacao;setItensDocumento;61;13;13;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;obterVencimentoNormalICMS;145;25;13;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;obterTotaReceitaItens;31;11;7;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.gnre.ListarDesmembramentoGNRE;process;36;7;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;desocultarCamposDAEManual;74;10;3;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.regimeTributacaoIcms.AlterarRegimeTributacaoICMS;process;23;2;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.objetoReferencia.IncluirObjetoReferencia;process;23;2;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.reemissao.ReemitirAntecipacaoMensal;process;88;14;20;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.DesmembrarDAE;getOcorrenciasNavegacao;26;4;10;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;registrar;20;4;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.ipva.ListarLogIPVA;initialize;259;74;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;getDsParcelaApuracao;49;10;2;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirDetalheReceitaExtraOrcamentariaToSource;21;9;6;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.fechamento.ValidarMesAno;process;29;8;17;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNRE;validar;62;13;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoEmAnaliseFinal;doProcess;77;12;25;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemICMSContribuinteNaoInscrito;process;61;22;11;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;converterReceitaFormaGNRE;48;15;4;4;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;rejeitarArquivo;13;13;4;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarDadosGNRESessao;199;110;14;4;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.alterar.ValidarAlteracaoTalao;process;49;10;16;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.pendencia.HistoricoPendenciasArquivo;process;31;4;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.baixarDAEManual.ListarDAEsParaBaixa;obterOcorrenciasNavegacao;19;3;10;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;ENTITY;br.gov.se.sefaz.sae.ne.DbaDocumentoBase;DbaDocumentoBase;6;1;2;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;obterEntidadeCotacaoIPVA;11;1;3;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.EmitirDAE;process;43;21;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;calcularPeriodoPrescricao;23;5;9;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNREOnLine;processarArquivo;55;22;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.cadastro.CadastrarDocsChequeDevolvido;process;66;7;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;beforeRunTransLess;26;4;6;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.chequeDevolvido.ConsultarContribuinteRegCheque;process;49;12;15;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemReceitaOutrosOrgaos;process;98;34;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;converterEntidadeGNRE;154;39;18;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.cadastro.CadastrarChequeDevolvido;process;56;8;16;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.itcmd.ConsultarContribuinteITCMD;validarPessoaGenerica;28;11;5;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemPSDI;process;31;5;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.EmitirDAEInternet;process;34;11;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;REGISTROMOVCONSOLIDADO;br.gov.se.sefaz.sae.concBanc.ng.registro.RegistroA;validar;73;22;12;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemReceitaOutrosOrgaos;process;40;7;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ConfirmaRepasseFinanceiro;process;37;9;18;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;carregarObjreferenciaEspecial;16;2;11;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setDocDadosIcms;87;19;18;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.AlterarItemDAE;initialize;357;143;14;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAS;processarArquivo;38;6;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.baixa.BaixarCheqPago;setDocsVinculadosCheque;25;3;7;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.ListarDAEAlteracao;validaDadosInformados;12;8;7;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.AlterarDadosConciliacaoBancaria;verificarDataArrecDataEnvio;38;20;3;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.reativarDAEManualCancelado.ReativarDAEManualCancelado;process;61;5;15;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacao;getOcorrenciasNavegacao;20;3;9;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.reemissao.AlterarAntecipacaoMensal;process;36;7;12;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemPSDI;initialize;100;14;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarItensDED;103;113;9;5;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.outrosOrgaos.GerarDAEOutrosOrgaos;process;44;14;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;atualizarDAEMensal;39;8;7;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dae.AlterarDAE;process;96;28;23;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialFormaRecolhimento;19;4;9;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.EmitirDAEEspecialContribuinte;initialize;49;8;5;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.ExcluirItemDAE;process;38;6;11;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialCmdSQLEntidadeCredora;94;8;8;6;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;atualizarTpSolicitantePorRenavam;4;1;3;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;ENTITY;br.gov.se.sefaz.sae.ne.EntidadeIpvaAntecipado;EntidadeIpvaAntecipado;8;1;3;6;Muitos Parametros;(1) Discordo Fortemente;;"
