DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole,LOC
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.AbstractMapping,1,2,2,0,2,1,9,6,D:\Projetos\_Web\metl\comp-map\src\main\java\org\jumpmind\metl\core\runtime\component\AbstractMapping.java,class,false,50
VIEW,org.jumpmind.metl.ui.views.design.AbstractFlowStepAwareComponentEditPanel,1,3,4,0,3,1,0,1,D:\Projetos\_Web\metl\comp-abstract\src\main\java\org\jumpmind\metl\ui\views\design\AbstractFlowStepAwareComponentEditPanel.java,class,false,42
TEST,org.jumpmind.metl.core.runtime.flow.GeneralFlowTest,3,1,5,0,0,3,2,3,D:\Projetos\_Web\metl\metl-develop\src\test\java\org\jumpmind\metl\core\runtime\flow\GeneralFlowTest.java,class,false,54
UNDEFINED,org.jumpmind.metl.core.runtime.component.ModelAttributeScriptHelper,50,1,12,83,0,50,69,142,D:\Projetos\_Web\metl\comp-abstract\src\main\java\org\jumpmind\metl\core\runtime\component\ModelAttributeScriptHelper.java,class,false,497
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.XmlReader,7,2,11,11,0,7,43,50,D:\Projetos\_Web\metl\comp-xml\src\main\java\org\jumpmind\metl\core\runtime\component\XmlReader.java,class,false,240
TEST,org.jumpmind.metl.core.runtime.component.SerializerTest,5,1,7,10,0,5,11,5,D:\Projetos\_Web\metl\comp-serialize\src\test\java\org\jumpmind\metl\core\runtime\component\SerializerTest.java,class,false,107
URLCLASSLOADER,org.jumpmind.metl.core.util.ChildFirstURLClassLoader,5,2,0,0,0,5,3,12,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\util\ChildFirstURLClassLoader.java,class,false,70
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.DelimitedFormatter,16,2,16,84,0,16,55,60,D:\Projetos\_Web\metl\comp-format\src\main\java\org\jumpmind\metl\core\runtime\component\DelimitedFormatter.java,class,false,275
UNDEFINED,org.jumpmind.metl.core.runtime.AbstractRuntimeObject,0,1,1,0,1,0,2,0,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\AbstractRuntimeObject.java,class,false,30
[CONTAINER.FILTER],org.jumpmind.metl.ui.common.MultiPropertyFilter,3,1,3,0,0,3,6,13,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\common\MultiPropertyFilter.java,class,false,71
MODEL,org.jumpmind.metl.core.model.HierarchicalModel,8,4,6,22,0,8,4,14,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\HierarchicalModel.java,class,false,79
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.Lookup,5,2,10,0,0,5,30,32,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\component\Lookup.java,class,false,149
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.UnZip,5,2,11,4,0,5,41,36,D:\Projetos\_Web\metl\comp-zip\src\main\java\org\jumpmind\metl\core\runtime\component\UnZip.java,class,false,223
EXCEPTION,org.jumpmind.metl.core.runtime.component.AssertException,5,2,0,10,0,5,0,5,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\component\AssertException.java,class,false,46
MODEL,org.jumpmind.metl.core.model.Execution,30,2,2,373,0,30,6,31,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\Execution.java,class,false,173
VIEW,org.jumpmind.metl.ui.views.design.EditMergerPanel,11,3,21,62,0,11,53,36,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\views\design\EditMergerPanel.java,class,false,242
MODEL,org.jumpmind.metl.core.model.ProjectVersion,28,3,2,300,0,28,13,36,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\ProjectVersion.java,class,false,185
TEST,org.jumpmind.metl.core.runtime.flow.DelimitedFormatterFlowTest,3,1,5,0,0,3,2,3,D:\Projetos\_Web\metl\metl-develop\src\test\java\org\jumpmind\metl\core\runtime\flow\DelimitedFormatterFlowTest.java,class,false,54
RESIZABLEWINDOW,org.jumpmind.metl.ui.views.design.EditFlowSettingsDialog,12,2,34,22,0,12,63,32,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\views\design\EditFlowSettingsDialog.java,class,false,277
TEST,org.jumpmind.metl.core.runtime.flow.TextFileWriterFlowTest,3,1,5,0,0,3,2,3,D:\Projetos\_Web\metl\metl-develop\src\test\java\org\jumpmind\metl\core\runtime\flow\TextFileWriterFlowTest.java,class,false,54
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.ExcelFileWriter,15,3,21,100,0,15,58,74,D:\Projetos\_Web\metl\comp-excel\src\main\java\org\jumpmind\metl\core\runtime\component\ExcelFileWriter.java,class,false,330
EXCEPTION,org.jumpmind.metl.core.util.MessageException,5,2,0,10,0,5,0,5,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\util\MessageException.java,class,false,48
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.Zip,3,2,12,1,0,3,32,24,D:\Projetos\_Web\metl\comp-zip\src\main\java\org\jumpmind\metl\core\runtime\component\Zip.java,class,false,177
MODEL,org.jumpmind.metl.core.model.AgentResourceSetting,4,4,1,0,0,4,0,4,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\AgentResourceSetting.java,class,false,45
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.Deserializer,1,3,9,0,0,1,12,16,D:\Projetos\_Web\metl\comp-serialize\src\main\java\org\jumpmind\metl\core\runtime\component\Deserializer.java,class,false,87
ENTITY,org.jumpmind.metl.core.plugin.XMLDefinitions,4,1,2,2,0,4,0,8,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\plugin\XMLDefinitions.java,class,false,68
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.XsltProcessor,7,2,18,11,0,7,49,42,D:\Projetos\_Web\metl\comp-xml\src\main\java\org\jumpmind\metl\core\runtime\component\XsltProcessor.java,class,false,239
UNDEFINED,org.jumpmind.metl.ui.definition.ObjectFactory,2,1,1,1,0,2,0,2,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\definition\ObjectFactory.java,class,false,46
MODEL,org.jumpmind.metl.core.model.AgentDeploy,23,3,5,215,0,23,8,27,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\AgentDeploy.java,class,false,155
TEST,org.jumpmind.metl.core.runtime.component.DelimitedFormatterTest,8,1,20,26,0,8,32,8,D:\Projetos\_Web\metl\comp-format\src\test\java\org\jumpmind\metl\core\runtime\component\DelimitedFormatterTest.java,class,false,154
